sensor_00,sensor_01,sensor_02,sensor_03,sensor_04,sensor_05,sensor_06,sensor_07,sensor_08,sensor_09,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,sensor_22,sensor_23,sensor_24,sensor_25,sensor_26,sensor_27,sensor_28,sensor_29,sensor_30,sensor_31,sensor_32,sensor_33,sensor_34,sensor_35,sensor_36,sensor_37,sensor_38,sensor_39,sensor_40,sensor_41,sensor_42,sensor_43,sensor_44,sensor_45,sensor_46,sensor_47,sensor_48,sensor_49,sensor_50,sensor_51
2.3806328847369307,37.96639832685685,37.183078291056184,34.98122545989253,204.55960805019993,-0.042248727590552364,5.006269235162702,9.905758841700054,10.209183449919493,10.11377984079405,2.00868578099548,0.6185506361648233,0.03888115453715045,0.0019832485075405235,408.3637006640012,447.94273103887247,457.00144203736596,2.4593363241423,652.9338257095653,390.5833414097759,860.4401594429988,461.3765384938834,941.8617824767617,614.7860334803079,652.0535755114829,750.9859100342883,543.4711801259754,1154.764155466263,802.3363244191255,668.5140637474693,968.2634372333745,817.7972079576343,574.3306114666366,175.80759310658456,354.35149301154956,304.56232976101245,89.29123536403303,102.86831129962076,454.14156400765313,409.1009363476076,105.51781838918808,374.1811174350597,385.2011128889024,33.27860261259567,123.31010125252942,251.7135576431953,38.72603783008277,85.66953713249734,41.62113146401595,59.362590937444686,33.29959888057257
2.3806328847369307,32.71466107588025,33.450437414591384,32.33365683440422,3.4774416168653857,99.95762920209695,13.465970310886723,15.874847496019663,15.174146714932727,14.821904700664724,0.3085226809954802,0.10402520616482326,0.03888115453715045,0.0019832485075405235,424.4937006640012,466.8072310388725,464.527142037366,2.5481873241422996,668.5627257095654,400.0593414097759,882.2205594429988,535.9486384938834,1094.3830824767617,629.2405334803078,760.774875511483,921.7326100342883,489.05958012597534,1040.3201554662626,507.3908244191256,742.5881637474693,994.3051372333745,912.6766079576342,484.55931146663664,280.0270931065846,545.9138930115495,695.8232297610125,45.507645364033024,24.74329129962077,20.808196069420713,25.767584440259018,21.14286838918808,23.660233465943527,26.08648288890242,27.202216404099566,27.53463125252942,27.4658876431953,28.020019382206776,27.22046092400123,27.44288973427966,27.82324093744467,28.091265776324565
2.3806328847369307,38.40042832685685,38.87578829105619,35.32844977263663,3.6336916168653857,-0.042248727590552364,-0.02121917248615931,0.06779582170005487,0.002298629919492385,0.029863636794049478,0.9924068809954802,0.017219636164823263,0.03888115453715045,0.0019832485075405235,409.1101006640012,450.06183103887247,454.33724203736597,2.4692893241423,650.3354257095654,391.25354140977595,855.3306594429989,461.0350384938834,939.1780824767617,612.9266334803078,649.9728755114829,748.9593100342883,542.9782801259753,1137.0781554662626,792.9839244191255,637.4955637474693,955.7634372333745,828.4981079576343,600.4053114666366,185.43319310658458,370.5581930115496,302.90992976101245,96.59152536403303,31.77454336138838,22.11028400765311,28.37175237849142,23.48661838918808,24.962317435059727,29.21147891978622,27.78092261259567,28.113331252529417,29.4913476431953,30.913540247074973,31.560739549489533,29.46835352578356,32.16351818842127,33.01024577632457
0.01034041362852953,36.490704014112744,34.231687414591384,38.32323545989252,201.64583546719192,-0.042248727590552364,-0.0067515801350207065,0.06779582304356266,0.0022986346217695845,0.029863636969618777,0.3034444809954804,0.10380171616482327,0.03888115453715045,0.0019832485075405235,419.5256006640012,463.63883103887247,462.59324203736594,2.5124593241423,665.0659257095654,398.3469414097759,877.9775594429989,533.8229384938834,1089.5610824767616,627.2524334803077,759.3619755114829,921.4474100342883,509.66968012597533,1056.5661554662627,525.8363244191255,715.7362637474693,1027.1173372333747,953.4758079576343,535.1464114666366,262.23079310658454,522.7574930115496,847.2587297610124,59.65542536403302,30.21204336138838,23.67278003853691,31.49675237849142,31.29911648183948,31.212317435059727,38.06564495067002,30.963790195603472,31.874904179165117,34.6996776431953,35.25381645557107,30.403331788869437,30.915111108791358,31.584813354436868,31.563488193316765
2.3806328847369307,38.40042832685685,38.91918829105619,35.502060459892526,3.6336916168653857,-0.042248727590552364,-0.0067515801350207065,0.06779582304356266,0.0022986346217695845,0.029863636969618777,0.9915730809954802,0.017219636164823263,0.03888115453715045,0.0019832485075405235,410.1597006640012,449.8536310388725,444.075842037366,2.3512693241423,649.1941257095654,389.63234140977596,857.8170594429988,456.7235384938834,936.1344824767617,615.5855334803078,647.931575511483,750.4311100342883,514.6754801259754,1129.3321554662625,786.4291244191255,649.9955637474693,919.8259372333745,802.2061079576343,587.9571114666368,182.45849310658457,354.4865930115496,299.52382976101245,94.59078536403302,31.77454336138838,22.11028003853691,28.37175237849142,23.48661838918808,25.222733465943527,29.99272891978622,27.49157261259567,28.11333038766122,30.07004988257519,31.49224024707497,31.560739549489533,29.468352838527657,31.87416386408037,32.43154577632457
2.3806328847369307,38.009798326856846,37.09627829105619,34.981224583427725,202.5515056332079,-0.042248727590552364,5.020737235162702,9.869589841700055,10.173013449919493,10.11377984079405,2.0500797809954805,0.5995253361648232,0.03888115453715045,0.0019832485075405235,408.2270006640012,450.7997310388725,447.439942037366,2.3634473241423,651.2335257095654,390.24264140977596,864.3937594429989,461.32503849388337,939.3597824767617,611.0139334803079,647.189975511483,746.7918100342883,534.1099801259753,1149.8571554662626,800.3951244191255,640.7362637474693,872.9509372333745,826.0261079576343,590.2190114666366,184.74489310658456,372.4377930115496,318.36552976101245,90.66666536403304,105.21201129962076,451.53736400765314,394.7780363476076,105.51781838918808,370.27481743505973,377.9094128889024,33.27860571684367,125.91430125252941,249.9774576431953,38.72604024707497,85.95888713249734,41.042423525783555,55.02231093744467,33.01024577632457
2.3806328847369307,37.53236832685685,37.617105352823785,35.32844977263663,3.4774416168653857,99.95762920209695,-0.006751584837297906,0.06779582304356266,0.0022986346217695845,0.029863636969618777,0.03237178099548024,0.017219636164823263,0.03888115453715045,0.0019832485075405235,420.3983006640012,463.76253103887245,465.46274203736596,2.5630053241422996,667.4906257095654,400.15434140977595,881.3032594429989,535.2907384938834,1096.7200824767617,630.5834334803078,742.353075511483,905.3696100342883,501.7046801259753,1055.2721554662626,528.2658244191255,695.3659637474693,1001.0763372333745,883.7905079576343,517.1686114666365,173.73849310658457,587.6138930115496,706.4886297610125,62.067775364033025,28.389127330504568,23.15194606942072,27.85091840937523,24.78869838918808,26.264397435059728,28.95106098155382,30.385087268967773,30.42814590890152,30.648754716559598,31.49224266406717,30.692684205861635,30.625760599147856,34.76768093744467,202.72283842236143
2.3806328847369307,34.66778607588025,38.007730352823785,33.98295545989253,3.3617010792219553,99.95762920209695,13.465970310886723,15.874847496019663,15.174146714932727,14.821904700664724,0.28177668099548026,0.08666407647005626,0.09095130453715045,0.0019832485075405235,420.9826006640012,464.0601310388725,475.477842037366,2.6853093241423,666.7696257095654,399.00674140977594,879.9799594429988,534.2856384938834,1087.3660824767617,628.7165334803078,761.088175511483,921.3197100342883,500.0929801259753,1054.8151554662627,513.9063244191256,674.0695637474693,961.4926372333745,939.0138079576343,512.6931114666368,217.29889310658456,517.2070930115497,695.7799297610125,46.06635536403302,24.74329336138838,19.50611400765311,23.68425237849142,21.14286838918808,22.097733465943527,24.52398288890242,25.75546261259567,26.37721970040542,26.3084760910713,27.15196024707498,26.352405580373336,26.574834390651752,27.82323956293297,1000.0241357763246
2.3806328847369307,38.834454014112744,38.44175897831208,36.23990683440423,3.130219407888646,99.95762920209695,13.465970310886723,15.874847496019663,15.174146714932727,14.821904700664724,0.21657698099548026,0.05194183616482326,0.03888115453715045,0.0019832485075405235,420.4564006640012,463.18033103887245,469.518342037366,2.5955423241422997,665.6447257095654,399.5378414097759,879.6138594429989,533.1638384938834,1094.1980824767618,627.6079334803078,761.573075511483,921.4117100342883,478.8622801259753,1046.1011554662625,527.1522244191254,687.0325637474691,921.9092372333745,915.5768079576343,490.10951146663666,193.78519310658456,581.8537930115497,716.9394297610124,48.98598536403302,28.909959392272167,24.45403003853691,28.892584440259018,25.83036838918808,27.826899496827338,30.25314495067003,30.96379261259567,31.585553669521616,31.806160569830997,32.36029610034647,31.560739549489533,31.493815942775754,32.16351818842127,202.72283842236143
2.3806328847369307,34.49417538862445,35.57717310184719,34.069767521660125,3.4774416168653857,99.95762920209695,13.465970310886723,15.874847496019663,15.174146714932727,14.821904700664724,0.2897495809954802,0.10402518840900966,0.03888115453715045,0.0019832485075405235,425.3462006640012,468.9197310388725,460.26034203736594,2.4881663241422998,667.0476257095654,399.2969414097759,881.3649594429988,534.1214384938835,1094.4280824767618,629.3348334803078,762.278775511483,921.0263100342883,468.8013801259753,1052.4261554662626,510.0201244191256,680.0881637474693,1042.7423372333747,918.8893079576343,485.28801146663665,272.4953931065846,538.0783930115497,697.3767297610125,39.08106536403302,24.74329336138838,20.026946069420713,24.72591840937523,21.14286838918808,23.399817435059727,25.30522891978622,26.623512612595672,27.53463125252942,27.176531434699193,27.73066887256327,27.22046092400123,27.44288973427966,28.11259093744467,1000.0241357763246
